time,temp,dew,humidity,wind,windspeed,gust,pressure,precip,cond,date,hour
7:53 AM,23,19,85,CALM,0,0,29.0,0.0,Cloudy,2016-1-24,8
8:53 AM,23,20,88,VAR,6,0,29.0,0.0,Cloudy,2016-1-24,9
9:53 AM,24,20,84,WSW,6,0,29.0,0.0,Cloudy,2016-1-24,10
10:53 AM,24,20,84,WSW,5,0,29.01,0.0,Cloudy,2016-1-24,11
11:53 AM,25,20,81,VAR,6,0,29.0,0.0,Cloudy,2016-1-24,12
12:53 PM,25,21,85,W,6,0,28.99,0.0,Cloudy,2016-1-24,13
1:53 PM,26,22,84,SW,5,0,28.98,0.0,Cloudy,2016-1-24,14
2:53 PM,26,22,84,VAR,5,0,28.98,0.0,Cloudy,2016-1-24,15
3:53 PM,27,22,81,ESE,3,0,28.96,0.0,Cloudy,2016-1-24,16
4:53 PM,26,22,84,CALM,0,0,28.99,0.0,Cloudy,2016-1-24,17
5:53 PM,26,22,84,S,3,0,28.98,0.0,Cloudy,2016-1-24,18
6:53 PM,26,22,84,SE,6,0,29.0,0.0,Cloudy,2016-1-24,19
7:53 PM,26,22,84,ESE,7,0,29.0,0.0,Cloudy,2016-1-24,20
8:53 PM,26,22,84,SE,8,0,29.0,0.0,Cloudy,2016-1-24,21
9:41 PM,26,22,84,ESE,6,0,29.0,0.0,Cloudy,2016-1-24,22
9:53 PM,26,22,84,ESE,6,0,28.99,0.0,Cloudy,2016-1-24,22
10:53 PM,26,23,88,ESE,5,0,28.99,0.0,Cloudy,2016-1-24,23
11:53 PM,26,23,88,E,6,0,28.99,0.0,Cloudy,2016-1-24,24
12:44 AM,26,23,88,E,8,0,28.98,0.0,Cloudy,2016-1-24,1
12:53 AM,26,23,88,E,7,0,28.97,0.0,Cloudy,2016-1-24,1
1:24 AM,26,23,88,ESE,8,0,28.97,0.0,Cloudy,2016-1-25,1
1:37 AM,26,23,88,ESE,7,0,28.96,0.0,Cloudy,2016-1-25,2
1:49 AM,25,23,93,ESE,7,0,28.96,0.0,Cloudy,2016-1-25,2
1:53 AM,25,23,92,ESE,8,0,28.96,0.0,Cloudy,2016-1-25,2
2:53 AM,26,23,88,ESE,7,0,28.95,0.0,Cloudy,2016-1-25,3
3:53 AM,26,23,88,ESE,8,0,28.95,0.0,Cloudy,2016-1-25,4
4:53 AM,26,23,88,ESE,7,0,28.92,0.0,Cloudy,2016-1-25,5
5:53 AM,26,23,88,ESE,7,0,28.91,0.0,Cloudy,2016-1-25,6
6:53 AM,26,23,88,ESE,6,0,28.9,0.0,Cloudy,2016-1-25,7
7:53 AM,24,21,88,SE,3,0,28.9,0.0,Mostly Cloudy,2016-1-25,8
8:35 AM,23,21,92,E,3,0,28.89,0.0,Fog,2016-1-25,9
8:53 AM,22,20,92,E,3,0,28.89,0.0,Fog,2016-1-25,9
9:14 AM,22,20,92,ESE,3,0,28.88,0.0,Fog,2016-1-25,9
9:53 AM,25,21,85,ENE,3,0,28.87,0.0,Fog,2016-1-25,10
10:42 AM,27,24,89,S,3,0,28.87,0.0,Cloudy,2016-1-25,11
10:53 AM,28,24,85,S,5,0,28.87,0.0,Cloudy,2016-1-25,11
11:53 AM,30,25,82,S,3,0,28.85,0.0,Cloudy,2016-1-25,12
12:53 PM,31,26,82,S,5,0,28.83,0.0,Haze,2016-1-25,13
1:53 PM,32,26,79,SSE,5,0,28.81,0.0,Cloudy,2016-1-25,14
2:53 PM,33,26,75,ENE,7,0,28.77,0.0,Cloudy,2016-1-25,15
3:53 PM,32,26,79,E,6,0,28.76,0.0,Cloudy,2016-1-25,16
4:53 PM,33,28,82,ESE,8,0,28.75,0.0,Light Drizzle,2016-1-25,17
5:48 PM,32,28,87,SSE,3,0,28.74,0.0,Light Freezing Drizzle,2016-1-25,18
5:53 PM,32,28,85,ESE,5,0,28.73,0.0,Wintry Mix,2016-1-25,18
6:13 PM,32,28,85,SE,9,0,28.72,0.0,Wintry Mix,2016-1-25,18
6:25 PM,32,29,88,SE,8,0,28.71,0.0,Wintry Mix,2016-1-25,18
6:36 PM,32,30,92,SSE,8,0,28.71,0.0,Light Snow and Sleet,2016-1-25,19
6:41 PM,32,30,92,SE,9,0,28.71,0.0,Light Snow,2016-1-25,19
6:53 PM,32,30,92,SE,9,0,28.7,0.0,Light Snow,2016-1-25,19
7:53 PM,32,32,100,CALM,0,0,28.69,0.1,Light Snow,2016-1-25,20
8:11 PM,32,31,96,CALM,0,0,28.7,0.0,Light Snow,2016-1-25,20
8:18 PM,32,31,96,CALM,0,0,28.7,0.0,Light Snow,2016-1-25,20
8:22 PM,32,31,96,CALM,0,0,28.7,0.0,Snow,2016-1-25,20
8:38 PM,32,31,96,NW,3,0,28.69,0.1,Heavy Snow,2016-1-25,21
8:49 PM,32,30,93,NNW,5,0,28.69,0.1,Snow,2016-1-25,21
8:53 PM,32,31,96,NNW,5,0,28.69,0.1,Snow,2016-1-25,21
9:09 PM,32,31,96,NNW,5,0,28.69,0.0,Light Snow,2016-1-25,21
9:12 PM,32,31,96,NNW,6,0,28.69,0.0,Light Snow,2016-1-25,21
9:26 PM,31,31,100,NNW,3,0,28.69,0.0,Light Snow,2016-1-25,21
9:53 PM,31,30,96,NNW,6,0,28.69,0.0,Light Snow,2016-1-25,22
10:35 PM,30,29,96,NW,7,0,28.69,0.0,Light Snow,2016-1-25,23
10:47 PM,30,28,93,NW,3,0,28.69,0.0,Light Snow,2016-1-25,23
10:53 PM,30,29,96,NW,6,0,28.69,0.0,Light Snow,2016-1-25,23
11:53 PM,30,29,96,WNW,5,0,28.7,0.0,Light Snow,2016-1-25,24
11:59 PM,30,29,96,WNW,5,0,28.7,0.0,Light Snow,2016-1-25,24
12:53 AM,30,28,92,WNW,7,0,28.72,0.0,Light Snow,2016-1-25,1
1:13 AM,29,27,92,VAR,7,0,28.73,0.0,Light Snow,2016-1-26,1
1:26 AM,29,28,96,W,6,0,28.74,0.0,Light Snow,2016-1-26,1
1:38 AM,29,27,92,W,6,0,28.74,0.0,Light Snow,2016-1-26,2
1:53 AM,29,27,92,W,8,0,28.75,0.0,Snow,2016-1-26,2
2:26 AM,28,26,92,W,9,0,28.77,0.0,Light Snow,2016-1-26,2
2:38 AM,28,26,92,W,8,0,28.78,0.0,Light Snow,2016-1-26,3
2:51 AM,28,27,93,W,8,0,28.79,0.1,Light Snow,2016-1-26,3
2:53 AM,28,25,88,W,8,0,28.79,0.1,Light Snow,2016-1-26,3
3:46 AM,27,25,92,WNW,9,0,28.82,0.0,Light Snow,2016-1-26,4
3:53 AM,27,25,92,WNW,8,0,28.82,0.0,Light Snow,2016-1-26,4
4:48 AM,27,25,93,W,8,0,28.86,0.0,Light Snow,2016-1-26,5
4:53 AM,27,24,89,W,7,0,28.86,0.0,Light Snow,2016-1-26,5
5:53 AM,27,25,92,W,8,0,28.89,0.0,Cloudy,2016-1-26,6
6:53 AM,28,25,88,W,9,0,28.91,0.0,Light Snow,2016-1-26,7
7:30 AM,28,25,88,W,9,0,28.93,0.0,Light Snow,2016-1-26,7
7:53 AM,28,25,88,VAR,6,0,28.94,0.0,Cloudy,2016-1-26,8
8:26 AM,28,26,92,W,7,0,28.97,0.0,Cloudy,2016-1-26,8
8:41 AM,29,26,89,W,7,0,28.98,0.0,Cloudy,2016-1-26,9
8:53 AM,29,26,89,W,8,0,28.98,0.0,Light Snow,2016-1-26,9
9:53 AM,29,26,89,VAR,3,0,29.02,0.0,Light Snow,2016-1-26,10
10:06 AM,29,26,89,WNW,12,20,29.02,0.0,Light Snow,2016-1-26,10
10:33 AM,28,25,88,WNW,8,0,29.03,0.0,Light Snow,2016-1-26,11
10:51 AM,28,25,86,WNW,6,0,29.04,0.0,Light Snow,2016-1-26,11
10:52 AM,28,25,88,WNW,7,0,29.04,0.0,Light Snow,2016-1-26,11
11:15 AM,28,25,88,W,10,17,29.05,0.0,Light Snow,2016-1-26,11
11:53 AM,27,24,89,WNW,8,18,29.07,0.0,Cloudy,2016-1-26,12
12:53 PM,26,23,88,WNW,8,18,29.07,0.0,Light Snow,2016-1-26,13
1:35 PM,26,23,88,W,9,0,29.08,0.0,Light Snow,2016-1-26,14
1:53 PM,26,22,84,W,8,0,29.08,0.0,Light Snow,2016-1-26,14
2:53 PM,26,21,81,WNW,8,0,29.08,0.0,Light Snow,2016-1-26,15
3:04 PM,26,21,81,W,12,20,29.08,0.0,Light Snow,2016-1-26,15
3:11 PM,26,22,84,W,9,20,29.08,0.0,Light Snow,2016-1-26,15
3:26 PM,26,22,84,WNW,7,0,29.09,0.0,Light Snow,2016-1-26,15
3:36 PM,26,21,81,W,9,16,29.09,0.0,Light Snow,2016-1-26,16
3:53 PM,26,21,81,W,10,17,29.09,0.0,Light Snow,2016-1-26,16
4:08 PM,26,21,81,W,9,0,29.1,0.0,Light Snow,2016-1-26,16
4:48 PM,27,19,74,W,8,0,29.12,0.0,Light Snow,2016-1-26,17
4:53 PM,26,20,78,WNW,7,0,29.12,0.0,Light Snow,2016-1-26,17
5:53 PM,25,19,78,WNW,6,0,29.15,0.0,Cloudy,2016-1-26,18
6:53 PM,24,20,84,WNW,7,0,29.18,0.0,Light Snow,2016-1-26,19
7:53 PM,24,19,81,WNW,6,0,29.21,0.0,Light Snow,2016-1-26,20
8:49 PM,23,19,86,WNW,5,0,29.21,0.0,Light Snow,2016-1-26,21
8:53 PM,23,20,88,W,5,0,29.21,0.0,Light Snow,2016-1-26,21
9:07 PM,22,19,89,W,3,0,29.21,0.0,Cloudy,2016-1-26,21
9:53 PM,20,17,89,VAR,3,0,29.21,0.0,Partly Cloudy,2016-1-26,22
10:53 PM,23,19,85,W,5,0,29.23,0.0,Light Snow,2016-1-26,23
11:53 PM,24,19,81,W,7,0,29.24,0.0,Light Snow,2016-1-26,24
12:53 AM,24,19,81,W,6,0,29.24,0.0,Cloudy,2016-1-26,1
1:53 AM,23,18,81,W,3,0,29.24,0.0,Cloudy,2016-1-27,2
2:53 AM,23,18,81,VAR,3,0,29.26,0.0,Cloudy,2016-1-27,3
3:53 AM,23,18,81,W,3,0,29.27,0.0,Cloudy,2016-1-27,4
4:53 AM,23,18,81,VAR,3,0,29.26,0.0,Cloudy,2016-1-27,5
5:53 AM,23,17,78,VAR,3,0,29.26,0.0,Cloudy,2016-1-27,6
6:53 AM,22,17,82,SW,3,0,29.26,0.0,Cloudy,2016-1-27,7
7:53 AM,22,17,82,SW,5,0,29.27,0.0,Cloudy,2016-1-27,8
8:53 AM,22,15,75,VAR,3,0,29.25,0.0,Cloudy,2016-1-27,9
9:53 AM,24,15,69,SW,7,0,29.24,0.0,Light Snow,2016-1-27,10
10:53 AM,25,15,66,SW,7,0,29.22,0.0,Cloudy,2016-1-27,11
11:53 AM,26,16,66,VAR,5,0,29.2,0.0,Cloudy,2016-1-27,12
12:41 PM,28,17,63,SSW,9,0,29.16,0.0,Cloudy,2016-1-27,13
12:53 PM,28,17,63,SSW,9,18,29.16,0.0,Mostly Cloudy,2016-1-27,13
1:26 PM,29,18,64,SW,14,20,29.12,0.0,Mostly Cloudy,2016-1-27,13
1:53 PM,29,18,64,SSW,14,28,29.09,0.0,Mostly Cloudy,2016-1-27,14
2:53 PM,30,19,64,S,10,25,29.02,0.0,Mostly Cloudy,2016-1-27,15
3:53 PM,30,21,69,SSW,12,17,28.98,0.0,Cloudy,2016-1-27,16
4:53 PM,31,22,69,SSW,15,26,28.94,0.0,Cloudy,2016-1-27,17
5:53 PM,31,24,76,S,14,0,28.9,0.0,Cloudy,2016-1-27,18
6:53 PM,32,25,75,S,14,22,28.87,0.0,Cloudy,2016-1-27,19
7:53 PM,32,25,75,SSW,9,21,28.86,0.0,Partly Cloudy,2016-1-27,20
8:53 PM,33,26,75,SW,13,21,28.85,0.0,Cloudy,2016-1-27,21
9:53 PM,34,26,73,SW,10,22,28.82,0.0,Cloudy,2016-1-27,22
10:34 PM,34,27,75,SW,9,18,28.81,0.0,Cloudy,2016-1-27,23
10:53 PM,34,27,75,SW,8,18,28.8,0.0,Cloudy,2016-1-27,23
11:00 PM,34,27,75,SW,9,0,28.79,0.0,Cloudy,2016-1-27,23
11:53 PM,34,27,75,WSW,10,22,28.76,0.0,Cloudy,2016-1-27,24
12:53 AM,33,27,78,VAR,7,18,28.74,0.0,Cloudy,2016-1-27,1
1:38 AM,34,27,75,,0,0,28.73,0.0,Cloudy,2016-1-28,2
1:53 AM,33,27,78,,0,0,28.71,0.0,Cloudy,2016-1-28,2
2:37 AM,33,27,78,SW,9,0,28.69,0.0,Mostly Cloudy,2016-1-28,3
2:53 AM,33,27,78,SW,8,0,28.69,0.0,Partly Cloudy,2016-1-28,3
3:53 AM,32,27,82,SW,8,0,28.68,0.0,Cloudy,2016-1-28,4
4:17 AM,32,27,82,WSW,9,0,28.67,0.0,Cloudy,2016-1-28,4
4:39 AM,32,27,82,,0,0,28.66,0.0,Cloudy,2016-1-28,5
4:53 AM,32,27,82,SW,8,0,28.66,0.0,Cloudy,2016-1-28,5
5:53 AM,33,27,78,W,7,0,28.66,0.0,Cloudy,2016-1-28,6
6:19 AM,33,27,78,VAR,6,0,28.66,0.0,Cloudy,2016-1-28,6
6:53 AM,33,28,82,WNW,8,0,28.66,0.0,Cloudy,2016-1-28,7
7:27 AM,34,28,79,W,8,0,28.66,0.0,Cloudy,2016-1-28,7
7:53 AM,34,28,79,WSW,9,0,28.66,0.0,Cloudy,2016-1-28,8
8:06 AM,34,28,79,WSW,6,0,28.66,0.0,Cloudy,2016-1-28,8
8:53 AM,34,29,82,W,6,0,28.66,0.0,Cloudy,2016-1-28,9
9:53 AM,36,29,76,W,10,18,28.67,0.0,Light Snow,2016-1-28,10
10:53 AM,37,29,73,W,10,18,28.68,0.0,Cloudy,2016-1-28,11
11:50 AM,37,28,70,NW,14,0,28.72,0.0,Snow and Sleet,2016-1-28,12
11:53 AM,35,29,78,NW,14,0,28.72,0.0,Snow and Sleet,2016-1-28,12
12:00 PM,34,29,82,NW,10,22,28.72,0.0,Light Snow,2016-1-28,12
12:06 PM,34,29,82,NW,9,0,28.72,0.0,Haze,2016-1-28,12
12:53 PM,35,29,78,NNW,8,0,28.72,0.0,Light Snow,2016-1-28,13
1:11 PM,35,29,78,NNW,10,0,28.72,0.0,Light Snow,2016-1-28,13
1:53 PM,34,26,73,NNW,17,24,28.74,0.0,Cloudy,2016-1-28,14
2:53 PM,34,25,70,NNW,16,23,28.75,0.0,Mostly Cloudy,2016-1-28,15
3:53 PM,32,21,64,NNW,14,23,28.79,0.0,Cloudy,2016-1-28,16
4:53 PM,30,19,64,NNW,14,25,28.83,0.0,Cloudy,2016-1-28,17
5:53 PM,29,18,64,NNW,13,0,28.86,0.0,Cloudy,2016-1-28,18
6:53 PM,28,18,66,NNW,14,21,28.88,0.0,Cloudy,2016-1-28,19
7:53 PM,28,17,63,NNW,17,24,28.91,0.0,Cloudy,2016-1-28,20
8:53 PM,27,16,63,N,14,23,28.92,0.0,Cloudy,2016-1-28,21
9:53 PM,26,16,66,NW,13,21,28.93,0.0,Light Snow,2016-1-28,22
10:53 PM,26,15,63,NNW,7,0,28.95,0.0,Cloudy,2016-1-28,23
11:53 PM,24,13,62,NNW,9,0,28.96,0.0,Cloudy,2016-1-28,24
12:53 AM,22,12,66,NNW,7,0,28.96,0.0,Cloudy,2016-1-28,1
1:53 AM,20,10,65,N,6,0,28.97,0.0,Cloudy,2016-1-29,2
2:53 AM,17,9,71,NNW,6,0,28.98,0.0,Cloudy,2016-1-29,3
3:53 AM,13,7,77,N,3,0,28.98,0.0,Cloudy,2016-1-29,4
4:53 AM,8,5,87,CALM,0,0,29.01,0.0,Cloudy,2016-1-29,5
5:53 AM,9,4,80,CALM,0,0,29.0,0.0,Cloudy,2016-1-29,6
6:53 AM,7,4,87,CALM,0,0,29.02,0.0,Cloudy,2016-1-29,7
7:53 AM,7,3,84,CALM,0,0,29.03,0.0,Cloudy,2016-1-29,8
8:53 AM,6,3,87,NNW,3,0,29.04,0.0,Cloudy,2016-1-29,9
9:53 AM,13,9,84,CALM,0,0,29.05,0.0,Cloudy,2016-1-29,10
10:53 AM,17,8,68,SE,7,0,29.05,0.0,Cloudy,2016-1-29,11
11:53 AM,20,10,65,S,10,0,29.05,0.0,Cloudy,2016-1-29,12
12:53 PM,21,10,63,S,9,0,29.02,0.0,Cloudy,2016-1-29,13
1:53 PM,23,12,63,S,12,0,28.97,0.0,Cloudy,2016-1-29,14
2:53 PM,25,13,60,SSE,13,0,28.93,0.0,Cloudy,2016-1-29,15
3:53 PM,27,15,61,SSE,16,0,28.9,0.0,Cloudy,2016-1-29,16
4:53 PM,28,16,61,S,15,0,28.88,0.0,Cloudy,2016-1-29,17
5:53 PM,28,16,61,SSE,15,0,28.83,0.0,Cloudy,2016-1-29,18
6:53 PM,29,18,64,SSE,15,0,28.81,0.0,Mostly Cloudy,2016-1-29,19
7:53 PM,30,18,61,SSE,20,0,28.76,0.0,Cloudy,2016-1-29,20
8:53 PM,30,20,66,S,15,0,28.77,0.0,Partly Cloudy,2016-1-29,21
9:53 PM,30,21,69,S,12,0,28.76,0.0,Partly Cloudy,2016-1-29,22
10:53 PM,30,23,75,S,10,0,28.72,0.0,Cloudy,2016-1-29,23
11:53 PM,31,25,79,S,8,0,28.69,0.0,Partly Cloudy,2016-1-29,24
12:53 AM,32,26,79,SSW,14,0,28.67,0.0,Cloudy,2016-1-29,1
1:53 AM,32,27,82,SSW,13,16,28.66,0.0,Fair,2016-1-30,2
2:53 AM,32,27,82,SSW,8,0,28.65,0.0,Fair,2016-1-30,3
3:53 AM,32,27,82,SW,6,0,28.64,0.0,Cloudy,2016-1-30,4
4:53 AM,32,27,82,CALM,0,0,28.64,0.0,Cloudy,2016-1-30,5
5:53 AM,30,26,85,CALM,0,0,28.65,0.0,Fair,2016-1-30,6
6:53 AM,29,25,85,CALM,0,0,28.67,0.0,Cloudy,2016-1-30,7
7:53 AM,27,25,92,CALM,0,0,28.67,0.0,Cloudy,2016-1-30,8
8:53 AM,26,24,92,CALM,0,0,28.7,0.0,Cloudy,2016-1-30,9
9:53 AM,30,27,88,VAR,3,0,28.72,0.0,Cloudy,2016-1-30,10
10:53 AM,33,29,85,SW,5,0,28.73,0.0,Mostly Cloudy,2016-1-30,11
11:53 AM,36,30,79,CALM,0,0,28.73,0.0,Cloudy,2016-1-30,12
12:53 PM,39,30,70,VAR,3,0,28.72,0.0,Cloudy,2016-1-30,13
1:53 PM,39,30,70,S,7,0,28.7,0.0,Mostly Cloudy,2016-1-30,14
2:53 PM,41,30,65,SSW,6,0,28.69,0.0,Cloudy,2016-1-30,15
3:53 PM,42,29,60,CALM,0,0,28.7,0.0,Cloudy,2016-1-30,16
4:53 PM,41,29,62,SSW,6,0,28.69,0.0,Cloudy,2016-1-30,17
5:53 PM,40,30,68,S,8,0,28.71,0.0,Cloudy,2016-1-30,18
6:53 PM,38,30,73,S,8,0,28.72,0.0,Cloudy,2016-1-30,19
7:53 PM,38,31,76,S,8,0,28.72,0.0,Cloudy,2016-1-30,20
8:53 PM,37,31,79,SSW,6,0,28.72,0.0,Cloudy,2016-1-30,21
9:53 PM,38,31,76,SW,6,0,28.74,0.0,Cloudy,2016-1-30,22
10:53 PM,37,31,79,S,3,0,28.74,0.0,Cloudy,2016-1-30,23
11:53 PM,36,31,82,SSE,6,0,28.72,0.0,Cloudy,2016-1-30,24
12:53 AM,34,32,92,SW,6,0,28.71,0.0,Cloudy,2016-1-30,1
1:53 AM,34,33,96,,0,0,28.72,0.0,Cloudy,2016-1-31,2
2:53 AM,34,32,92,,0,0,28.69,0.0,Cloudy,2016-1-31,3
3:53 AM,32,31,96,CALM,0,0,28.66,0.0,Cloudy,2016-1-31,4
4:53 AM,35,33,92,CALM,0,0,28.66,0.0,Cloudy,2016-1-31,5
5:53 AM,33,32,96,NNE,3,0,28.64,0.0,Fair,2016-1-31,6
6:53 AM,33,32,96,NNW,3,0,28.64,0.0,Cloudy,2016-1-31,7
7:53 AM,33,32,96,CALM,0,0,28.63,0.0,Mostly Cloudy,2016-1-31,8
8:53 AM,33,32,96,N,3,0,28.63,0.0,Cloudy,2016-1-31,9
9:53 AM,34,33,96,NNW,5,0,28.64,0.0,Cloudy,2016-1-31,10
10:41 AM,36,34,93,NW,5,0,28.63,0.0,Light Rain,2016-1-31,11
10:53 AM,36,34,93,NW,7,0,28.65,0.0,Light Rain,2016-1-31,11
11:22 AM,37,34,89,NNW,5,0,28.65,0.0,Light Rain,2016-1-31,11
11:53 AM,37,34,89,N,7,0,28.64,0.0,Light Rain,2016-1-31,12
12:53 PM,38,34,86,NNW,8,0,28.62,0.0,Cloudy,2016-1-31,13
1:10 PM,38,34,86,NNW,10,0,28.63,0.0,Cloudy,2016-1-31,13
1:53 PM,38,33,83,NNW,10,0,28.61,0.0,Cloudy,2016-1-31,14
2:53 PM,38,33,83,NNW,10,0,28.62,0.0,Cloudy,2016-1-31,15
3:44 PM,37,33,86,NW,7,0,28.63,0.0,Cloudy,2016-1-31,16
3:53 PM,37,33,86,NW,9,0,28.65,0.0,Cloudy,2016-1-31,16
4:45 PM,37,32,82,NW,7,0,28.68,0.0,Cloudy,2016-1-31,17
4:53 PM,37,33,86,WNW,6,0,28.69,0.0,Cloudy,2016-1-31,17
5:53 PM,37,32,82,WNW,6,0,28.73,0.0,Cloudy,2016-1-31,18
6:53 PM,36,32,86,CALM,0,0,28.76,0.0,Mostly Cloudy,2016-1-31,19
7:53 PM,37,32,82,WNW,6,0,28.79,0.0,Mostly Cloudy,2016-1-31,20
8:27 PM,36,32,86,WNW,7,0,28.8,0.0,Mostly Cloudy,2016-1-31,20
8:53 PM,36,31,82,W,6,0,28.82,0.0,Mostly Cloudy,2016-1-31,21
9:19 PM,35,31,85,W,6,0,28.83,0.0,Partly Cloudy,2016-1-31,21
9:49 PM,34,30,87,CALM,0,0,28.84,0.0,Mostly Cloudy,2016-1-31,22
9:53 PM,34,30,85,CALM,0,0,28.85,0.0,Mostly Cloudy,2016-1-31,22
10:22 PM,34,31,89,CALM,0,0,28.86,0.0,Partly Cloudy,2016-1-31,22
10:53 PM,34,30,85,CALM,0,0,28.87,0.0,Fair,2016-1-31,23
11:53 PM,32,29,88,W,3,0,28.9,0.0,Fair,2016-1-31,24
12:53 AM,31,28,89,W,3,0,28.9,0.0,Fair,2016-1-31,1
1:53 AM,30,28,92,CALM,0,0,28.92,0.0,Fair,2016-2-1,2
2:53 AM,29,27,92,NW,3,0,28.93,0.0,Fair,2016-2-1,3
3:53 AM,29,26,89,,0,0,28.95,0.0,Fair,2016-2-1,4
4:53 AM,28,26,92,CALM,0,0,28.97,0.0,Fair,2016-2-1,5
5:53 AM,25,22,88,CALM,0,0,28.98,0.0,Fair,2016-2-1,6
6:28 AM,23,22,96,CALM,0,0,28.98,0.0,Partly Cloudy,2016-2-1,6
6:37 AM,23,21,92,,0,0,28.98,0.0,Cloudy,2016-2-1,7
6:49 AM,21,21,100,CALM,0,0,28.99,0.0,Patches of Fog,2016-2-1,7
6:53 AM,22,20,92,CALM,0,0,28.99,0.0,Patches of Fog,2016-2-1,7
7:53 AM,23,21,92,CALM,0,0,29.02,0.0,Mist,2016-2-1,8
8:53 AM,27,25,92,CALM,0,0,29.04,0.0,Mostly Cloudy,2016-2-1,9
9:13 AM,26,24,92,CALM,0,0,29.05,0.0,Mostly Cloudy,2016-2-1,9
9:19 AM,27,25,92,NW,3,0,29.05,0.0,Fog,2016-2-1,9
9:27 AM,26,25,96,WNW,5,0,29.05,0.0,Fog,2016-2-1,9
9:53 AM,27,27,100,CALM,0,0,29.06,0.0,Fog,2016-2-1,10
10:39 AM,28,28,100,WNW,5,0,29.08,0.0,Fog,2016-2-1,11
10:53 AM,29,28,96,VAR,3,0,29.09,0.0,Fog,2016-2-1,11
11:01 AM,29,29,100,CALM,0,0,29.09,0.0,Fog,2016-2-1,11
11:27 AM,31,29,92,CALM,0,0,29.1,0.0,Fog,2016-2-1,11
11:44 AM,33,29,85,CALM,0,0,29.1,0.0,Mostly Cloudy,2016-2-1,12
11:53 AM,33,29,85,CALM,0,0,29.1,0.0,Mostly Cloudy,2016-2-1,12
12:53 PM,37,29,73,CALM,0,0,29.1,0.0,Mostly Cloudy,2016-2-1,13
1:53 PM,38,29,70,CALM,0,0,29.1,0.0,Mostly Cloudy,2016-2-1,14
2:53 PM,39,26,60,CALM,0,0,29.08,0.0,Partly Cloudy,2016-2-1,15
3:53 PM,41,23,49,W,5,0,29.09,0.0,Mostly Cloudy,2016-2-1,16
4:53 PM,39,29,67,S,6,0,29.1,0.0,Partly Cloudy,2016-2-1,17
5:53 PM,38,28,68,S,7,0,29.13,0.0,Partly Cloudy,2016-2-1,18
6:53 PM,34,27,75,CALM,0,0,29.14,0.0,Partly Cloudy,2016-2-1,19
7:53 PM,31,27,85,CALM,0,0,29.15,0.0,Partly Cloudy,2016-2-1,20
8:53 PM,30,27,88,S,3,0,29.16,0.0,Mostly Cloudy,2016-2-1,21
9:53 PM,28,25,88,CALM,0,0,29.16,0.0,Partly Cloudy,2016-2-1,22
10:53 PM,26,24,92,CALM,0,0,29.16,0.0,Cloudy,2016-2-1,23
11:53 PM,26,24,92,CALM,0,0,29.18,0.0,Cloudy,2016-2-1,24
12:53 AM,24,23,96,NNW,3,0,29.18,0.0,Cloudy,2016-2-1,1
1:53 AM,26,24,92,CALM,0,0,29.19,0.0,Cloudy,2016-2-2,2
2:53 AM,26,24,92,NNW,3,0,29.2,0.0,Cloudy,2016-2-2,3
3:53 AM,26,24,92,ESE,3,0,29.21,0.0,Mostly Cloudy,2016-2-2,4
4:53 AM,27,26,96,ENE,5,0,29.18,0.0,Cloudy,2016-2-2,5
5:53 AM,29,27,92,E,9,0,29.17,0.0,Cloudy,2016-2-2,6
6:01 AM,29,27,92,E,10,0,29.17,0.0,Cloudy,2016-2-2,6
6:10 AM,29,27,92,ESE,8,0,29.17,0.0,Cloudy,2016-2-2,6
6:43 AM,30,29,96,E,12,0,29.14,0.0,Fog,2016-2-2,7
6:53 AM,30,29,96,E,13,0,29.13,0.0,Fog,2016-2-2,7
6:55 AM,30,30,100,E,10,0,29.13,0.0,Fog,2016-2-2,7
7:44 AM,32,32,100,E,13,0,29.11,0.0,Fog,2016-2-2,8
7:53 AM,33,32,96,E,13,0,29.13,0.0,Light Snow,2016-2-2,8
8:06 AM,33,32,96,E,12,0,29.14,0.0,Fog,2016-2-2,8
8:53 AM,33,32,96,E,12,0,29.11,0.0,Fog,2016-2-2,9
9:35 AM,33,31,92,E,20,0,29.05,0.0,Fog,2016-2-2,10
9:53 AM,33,31,92,E,17,0,29.03,0.0,Fog,2016-2-2,10
10:40 AM,34,30,85,E,22,0,28.98,0.0,Cloudy / Windy,2016-2-2,11
10:53 AM,34,30,85,E,18,30,29.0,0.0,Cloudy,2016-2-2,11
11:23 AM,34,31,89,E,16,0,29.01,0.0,Light Snow,2016-2-2,11
11:38 AM,34,31,89,E,17,22,29.01,0.0,Light Snow,2016-2-2,12
11:49 AM,34,30,87,E,18,24,29.02,0.0,Light Snow,2016-2-2,12
11:53 AM,33,31,92,E,14,24,29.01,0.0,Snow,2016-2-2,12
12:03 PM,33,31,92,E,12,0,29.01,0.0,Snow,2016-2-2,12
12:32 PM,32,31,96,ENE,14,0,28.96,0.1,Heavy Snow,2016-2-2,13
12:53 PM,33,32,96,ENE,13,26,28.95,0.1,Snow,2016-2-2,13
1:43 PM,32,32,100,ENE,14,0,28.9,0.1,Light Snow,2016-2-2,14
1:53 PM,32,32,100,E,17,0,28.88,0.1,Light Snow,2016-2-2,14
2:00 PM,33,32,96,E,16,0,28.87,0.0,Light Snow,2016-2-2,14
